OrderDate,Region,Category,Channel,Product,Units,UnitPrice,Discount,Revenue,Profit,CustomerSatisfaction
2023-11-17,West,Books,Online,P-026,5,54.19,0.11,241.15,63.48,4.24
2023-11-18,East,Home,Retail,P-034,3,164.56,0.01,488.74,143.92,4.18
2023-11-19,South,Beauty,Online,P-032,3,134.9,0.12,356.14,68.12,2.59
2023-11-19,South,Beauty,Online,P-001,10,672.52,0.13,5850.92,1291.77,4.89
2023-11-20,Central,Books,Online,P-005,5,147.32,0.06,692.4,53.8,3.58
2023-11-20,North,Books,Online,P-001,3,518.73,0.27,1136.02,405.78,3.5
2023-11-20,East,Home,Online,P-004,4,664.86,0.12,2340.31,809.97,3.12
2023-11-21,Central,Sports,Retail,P-011,11,450.78,0.22,3867.69,322.4,2.74
2023-11-21,North,Apparel,Online,P-038,3,441.88,0.09,1206.33,88.39,2.92
2023-11-22,West,Electronics,Online,P-029,10,341.9,0.23,12244.767149377934,3866.3414587926763,4.75
2023-11-22,Central,Books,Retail,P-020,10,522.37,0.12,4596.86,497.19,4.04
2023-11-22,North,Sports,Online,P-030,10,585.15,0.29,4154.56,1640.08,3.2
2023-11-22,North,Books,Online,P-038,10,320.27,0.19,2594.19,370.15,
2023-11-23,West,Books,Online,P-022,11,68.96,0.25,568.92,121.98,3.99
2023-11-23,East,Home,Online,P-005,4,164.44,0.27,480.16,155.8,4.11
2023-11-24,East,Home,Retail,P-016,1,324.24,0.04,311.27,85.99,4.54
2023-11-24,East,Books,Retail,P-040,7,463.29,0.02,3178.17,273.92,4.95
2023-11-24,South,Home,Retail,P-004,9,372.28,0.27,2445.88,956.32,3.1
2023-11-24,West,Home,Online,P-031,4,291.89,0.3,817.29,54.93,4.96
2023-11-24,South,Home,Retail,P-030,7,289.25,0.29,1437.57,457.97,4.41
2023-11-25,South,Electronics,Retail,P-010,3,301.21,0.04,867.48,145.53,2.94
2023-11-25,North,Home,Retail,P-035,7,482.96,0.08,3110.26,274.38,2.9
2023-11-25,South,Sports,Online,P-014,1,433.63,0.01,429.29,38.2,3.51
2023-11-25,South,Apparel,Online,P-013,7,177.12,0.02,1215.04,225.69,3.38
2023-11-25,East,Home,Online,P-013,3,759.53,0.01,2255.8,757.2,4.8
2023-11-25,North,Electronics,Online,P-030,4,686.82,0.24,2087.93,114.5,4.75
2023-11-27,South,Home,Online,P-015,11,213.4,0.03,2276.98,679.6,4.08
2023-11-27,North,Beauty,Retail,P-027,3,628.99,0.14,1622.79,328.25,3.2
2023-11-28,Central,Beauty,Retail,P-015,2,42.18,0.25,63.27,17.02,3.32
2023-11-28,North,Beauty,Online,P-020,3,268.36,0.33,539.4,49.78,2.61
2023-11-29,South,Sports,Retail,P-008,2,647.53,0.23,997.2,110.76,3.41
2023-11-29,South,Beauty,Online,P-030,5,107.13,0.15,455.3,159.4,4.68
2023-11-29,North,Sports,Retail,P-035,8,180.62,0.3,1011.47,166.62,3.71
2023-11-30,Central,Sports,Wholesale,P-026,6,126.26,0.15,643.93,38.78,4.85
2023-11-30,North,Sports,Online,P-026,10,547.96,0.15,4657.66,304.57,4.19
2023-12-01,West,Books,Retail,P-036,5,160.13,0.1,720.58,108.35,3.54
2023-12-01,Central,Apparel,Online,P-010,10,709.74,0.29,5039.15,790.67,4.9
2023-12-02,Central,Electronics,Online,P-025,10,387.35,0.33,2595.24,674.0,3.3
2023-12-02,East,Books,Retail,P-031,11,762.12,0.15,7125.82,1539.78,3.08
2023-12-02,Central,Beauty,Online,P-038,2,599.56,0.21,947.3,265.09,3.64
2023-12-03,East,Home,Online,P-035,10,530.41,0.28,3818.95,194.65,3.27
2023-12-03,East,Home,Online,P-016,4,66.88,0.09,243.44,48.69,4.05
2023-12-04,South,Home,Online,P-037,8,792.59,0.19,5135.98,2049.98,3.59
2023-12-04,South,Sports,Online,P-030,10,212.73,0.09,1935.84,567.63,2.62
2023-12-04,South,Home,Retail,P-001,2,20.15,0.03,39.09,11.04,4.87
2023-12-04,North,Apparel,Retail,P-019,10,779.47,0.27,5690.13,1775.36,3.58
2023-12-04,East,Home,Online,P-025,11,63.6,0.33,468.73,149.34,2.63
2023-12-05,Central,Beauty,Online,P-023,5,727.27,0.23,2799.99,204.6,3.12
2023-12-06,South,Apparel,Online,P-023,2,165.59,0.3,231.83,43.15,4.25
2023-12-07,Central,Home,Online,P-007,5,176.03,0.07,818.54,286.17,3.25
2023-12-07,West,Sports,Online,P-031,11,639.36,0.33,4712.08,514.65,2.7
2023-12-07,South,Electronics,Retail,P-004,7,134.3,0.34,620.47,164.06,3.66
2023-12-07,East,Books,Retail,P-029,7,187.94,0.08,1210.33,393.77,3.93
2023-12-08,East,Sports,Online,P-028,10,459.07,0.0,4590.7,361.95,4.71
2023-12-08,South,Sports,Retail,P-028,4,532.79,0.34,1406.57,395.49,3.3
2023-12-09,Central,Beauty,Retail,P-010,5,212.33,0.02,1040.42,332.79,4.27
2023-12-09,North,Home,Retail,P-014,4,351.74,0.01,1392.89,411.95,3.51
2023-12-09,South,Apparel,Online,P-021,3,117.81,0.34,233.26,40.0,2.8
2023-12-10,West,Beauty,Online,P-024,3,667.68,0.21,1582.4,81.3,
2023-12-10,South,Electronics,Online,P-010,3,279.95,0.05,797.86,137.28,3.7
2023-12-11,South,Beauty,Online,P-014,2,300.49,0.11,534.87,178.6,4.09
2023-12-12,North,Books,Online,P-011,5,713.72,0.08,3283.11,255.54,4.12
2023-12-13,East,Apparel,Online,P-026,7,761.46,0.01,5276.92,885.71,3.26
2023-12-13,West,Sports,Retail,P-003,1,481.3,0.14,413.92,103.71,4.61
2023-12-14,East,Sports,Online,P-037,2,176.38,0.12,310.43,48.68,3.29
2023-12-14,North,Sports,Wholesale,P-035,7,423.54,0.34,1956.75,184.5,2.99
2023-12-14,East,Beauty,Online,P-003,4,86.25,0.26,255.3,77.57,4.15
2023-12-14,Central,Home,Online,P-035,6,488.72,0.22,2287.21,746.57,4.55
2023-12-15,North,Home,Retail,P-023,11,281.69,0.19,2509.86,801.36,4.52
2023-12-15,Central,Books,Online,P-021,11,225.94,0.2,1988.27,609.16,4.69
2023-12-15,West,Sports,Online,P-025,10,206.52,0.15,1755.42,692.6,4.65
2023-12-16,Central,Books,Online,P-014,1,385.91,0.07,358.9,99.84,4.62
2023-12-16,North,Beauty,Online,P-019,7,527.73,0.04,3546.35,818.94,3.38
2023-12-17,North,Home,Online,P-033,10,278.17,0.19,2253.18,881.53,4.43
2023-12-18,North,Books,Online,P-011,1,277.84,0.12,244.5,20.86,4.0
2023-12-19,South,Electronics,Retail,P-028,3,584.45,0.15,1490.35,97.99,3.96
2023-12-19,North,Electronics,Online,P-019,8,581.94,0.13,4050.3,1507.89,3.63
2023-12-22,North,Books,Online,P-003,8,10.75,0.22,67.08,16.9,3.64
2023-12-22,West,Books,Online,P-009,7,222.05,0.1,1398.92,555.6,4.32
2023-12-23,East,Electronics,Retail,P-035,5,604.01,0.33,2023.43,531.18,2.65
2023-12-23,Central,Beauty,Online,P-022,1,652.11,0.18,534.73,82.66,3.95
2023-12-24,North,Home,Retail,P-027,5,799.98,0.06,3759.91,780.23,3.69
2023-12-24,South,Electronics,Online,P-012,1,531.92,0.18,436.17,151.53,4.85
2023-12-24,Central,Sports,Online,P-022,10,718.14,0.22,5601.49,1134.97,3.82
2023-12-24,North,Home,Online,P-013,4,657.85,0.25,1973.55,331.91,4.87
2023-12-25,West,Beauty,Online,P-029,6,389.31,0.01,2312.5,507.34,4.73
2023-12-25,Central,Sports,Online,P-001,5,78.44,0.08,360.82,40.45,3.39
2023-12-26,North,Books,Retail,P-001,5,674.06,0.2,2696.24,216.19,3.0
2023-12-26,East,Books,Wholesale,P-027,6,103.32,0.19,502.14,35.18,2.89
2023-12-26,North,Sports,Online,P-020,5,288.15,0.29,1022.93,92.66,2.58
2023-12-27,West,Electronics,Online,P-003,9,524.97,0.25,3543.55,564.59,4.0
2023-12-27,East,Electronics,Retail,P-025,8,171.73,0.09,1250.19,212.54,2.84
2023-12-27,North,Sports,Online,P-029,3,31.55,0.06,88.97,29.12,2.78
2023-12-28,West,Books,Online,P-039,7,166.75,0.01,1155.58,362.59,2.93
2023-12-28,West,Apparel,Retail,P-010,6,762.83,0.05,4348.13,1069.91,4.49
2023-12-28,North,Books,Wholesale,P-014,5,451.45,0.19,1828.37,377.43,4.3
2023-12-29,West,Books,Retail,P-001,9,313.62,0.06,2653.23,764.39,2.88
2023-12-30,South,Sports,Online,P-035,8,650.99,0.16,4374.65,832.6,2.54
2023-12-30,North,Sports,Retail,P-039,11,31.85,0.24,266.27,91.24,2.66
2023-12-31,North,Apparel,Online,P-007,8,364.94,0.1,18387.003241727463,3333.1119055472454,3.83
2023-12-31,West,Sports,Online,P-029,11,397.76,0.31,3019.0,997.36,3.15
2023-12-31,East,Apparel,Retail,P-031,6,163.8,0.33,658.48,196.46,4.15
2024-01-01,West,Electronics,Online,P-036,4,350.33,0.34,924.87,57.96,3.24
2024-01-01,North,Beauty,Online,P-031,11,783.39,0.02,8444.94,1318.72,3.49
2024-01-01,North,Books,Retail,P-014,9,582.15,0.07,4872.6,1284.77,4.82
2024-01-02,North,Books,Online,P-032,8,301.62,0.28,1737.33,506.61,2.78
2024-01-03,North,Electronics,Online,P-007,2,389.08,0.18,638.09,180.89,3.02
2024-01-03,Central,Electronics,Online,P-007,9,52.54,0.08,435.03,170.87,4.62
2024-01-03,North,Books,Retail,P-013,11,346.38,0.06,3581.57,833.11,
2024-01-03,East,Sports,Online,P-025,11,646.91,0.24,5408.17,2098.51,4.17
2024-01-04,North,Sports,Online,P-009,2,590.42,0.33,791.16,288.09,3.17
2024-01-04,West,Sports,Online,P-029,3,405.05,0.2,972.12,170.3,2.69
2024-01-04,Central,Beauty,Retail,P-004,3,310.98,0.21,737.02,42.15,3.09
2024-01-04,South,Home,Wholesale,P-024,2,13.12,0.05,24.93,3.25,4.44
2024-01-04,East,Sports,Retail,P-027,11,169.26,0.21,1470.87,562.23,4.57
2024-01-05,North,Books,Online,P-021,7,335.15,0.14,2017.6,407.12,4.31
2024-01-05,North,Books,Retail,P-014,1,555.81,0.15,472.44,184.98,4.93
2024-01-06,West,Apparel,Retail,P-024,5,555.8,0.07,2584.47,756.56,4.05
2024-01-06,East,Books,Online,P-019,7,27.11,0.14,163.2,44.51,4.03
2024-01-06,North,Sports,Retail,P-028,7,459.54,0.0,3216.78,498.05,2.5
2024-01-07,East,Books,Wholesale,P-014,5,783.93,0.21,3096.52,156.21,4.44
2024-01-07,South,Beauty,Online,P-033,8,741.76,0.19,4806.6,1343.1,4.3
2024-01-07,South,Books,Online,P-025,2,223.95,0.06,421.03,125.11,2.56
2024-01-07,Central,Electronics,Retail,P-030,7,188.23,0.21,1040.91,311.03,3.34
2024-01-10,North,Home,Wholesale,P-016,10,133.57,0.3,934.99,259.67,4.82
2024-01-10,South,Electronics,Online,P-025,11,596.22,0.0,6558.42,1431.82,3.1
2024-01-10,East,Home,Online,P-005,5,656.96,0.04,3153.41,578.22,3.67
2024-01-11,North,Apparel,Online,P-020,10,787.28,0.21,6219.51,1760.15,3.03
2024-01-11,East,Beauty,Online,P-019,2,184.68,0.29,262.25,61.58,2.56
2024-01-11,South,Apparel,Online,P-013,6,366.91,0.21,1739.15,208.84,4.45
2024-01-12,North,Beauty,Retail,P-010,8,525.97,0.22,3282.05,883.13,4.51
2024-01-12,West,Apparel,Online,P-038,1,580.08,0.19,469.86,109.84,3.28
2024-01-12,South,Apparel,Online,P-026,2,399.53,0.08,735.14,213.89,3.77
2024-01-12,East,Home,Online,P-036,11,439.58,0.05,4593.61,1052.11,4.98
2024-01-13,North,Books,Retail,P-018,10,746.05,0.03,7236.68,634.75,3.47
2024-01-13,South,Sports,Retail,P-025,7,594.52,0.3,2913.15,415.46,3.1
2024-01-14,North,Books,Online,P-031,8,293.62,0.16,1973.13,279.98,3.28
2024-01-15,Central,Beauty,Retail,P-002,1,427.35,0.3,299.14,48.34,4.24
2024-01-15,West,Home,Retail,P-002,11,194.94,0.01,2122.9,154.3,3.6
2024-01-15,North,Books,Retail,P-028,9,202.27,0.14,1565.57,590.75,2.83
2024-01-16,South,Apparel,Online,P-031,11,550.13,0.1,5446.29,743.89,4.28
2024-01-16,South,Apparel,Wholesale,P-009,4,638.85,0.26,1891.0,354.2,2.61
2024-01-17,East,Sports,Online,P-002,2,60.36,0.16,101.4,5.45,2.69
2024-01-17,East,Electronics,Retail,P-038,7,686.52,0.34,3171.72,607.32,3.73
2024-01-17,West,Electronics,Online,P-033,11,38.49,0.19,342.95,65.64,2.89
2024-01-18,East,Electronics,Online,P-006,5,608.52,0.08,2799.19,808.5,3.56
2024-01-18,Central,Sports,Online,P-015,3,315.59,0.29,672.21,39.86,4.42
2024-01-19,West,Books,Online,P-037,10,638.82,0.28,4599.5,230.7,4.64
2024-01-19,East,Sports,Online,P-036,10,428.57,0.14,3685.7,1216.49,
2024-01-20,West,Sports,Online,P-040,5,590.61,0.06,2775.87,439.34,2.65
2024-01-20,West,Apparel,Online,P-019,7,610.45,0.21,3375.79,698.99,3.97
2024-01-22,West,Sports,Online,P-039,11,639.54,0.21,5557.6,970.26,3.94
2024-01-22,South,Home,Retail,P-039,3,21.23,0.25,47.77,18.0,4.37
2024-01-23,West,Home,Online,P-008,6,754.8,0.19,3668.33,915.77,4.35
2024-01-23,East,Home,Online,P-024,4,640.45,0.32,1742.02,415.86,4.53
2024-01-23,South,Beauty,Retail,P-012,4,530.66,0.33,1422.17,325.47,4.42
2024-01-23,West,Beauty,Online,P-038,2,278.04,0.24,422.62,22.39,4.67
2024-01-23,North,Books,Online,P-031,11,727.2,0.05,7599.24,1930.85,3.17
2024-01-24,Central,Books,Online,P-010,2,492.6,0.05,935.94,264.57,3.75
2024-01-24,South,Beauty,Online,P-017,8,307.76,0.34,1624.97,547.48,2.79
2024-01-25,North,Beauty,Online,P-028,2,620.3,0.19,1004.89,323.42,3.8
2024-01-25,South,Sports,Online,P-026,6,441.99,0.06,2492.82,798.22,4.48
2024-01-25,West,Apparel,Retail,P-012,10,317.35,0.14,2729.21,316.75,2.6
2024-01-26,Central,Sports,Online,P-029,10,30.31,0.07,281.88,63.49,4.66
2024-01-27,South,Books,Retail,P-023,9,367.48,0.23,2546.64,728.99,2.63
2024-01-27,North,Books,Online,P-002,4,93.43,0.01,369.98,140.71,3.23
2024-01-28,West,Beauty,Online,P-014,5,200.77,0.0,1003.85,76.61,3.58
2024-01-29,South,Beauty,Retail,P-021,5,133.42,0.01,660.43,43.72,3.04
2024-01-30,North,Electronics,Online,P-023,10,286.91,0.17,2381.35,131.53,4.54
2024-01-30,East,Beauty,Online,P-022,7,409.47,0.03,2780.3,827.47,4.89
2024-01-30,North,Books,Wholesale,P-021,11,572.27,0.14,5413.67,982.91,4.17
2024-01-30,South,Apparel,Online,P-040,11,30.58,0.25,252.28,85.76,
2024-01-31,West,Sports,Online,P-023,11,215.81,0.28,1709.22,482.99,4.13
2024-01-31,South,Apparel,Online,P-014,2,274.26,0.19,444.3,85.12,3.21
2024-02-01,West,Home,Online,P-004,9,285.96,0.33,1724.34,426.76,3.42
2024-02-01,South,Sports,Retail,P-019,7,580.8,0.08,3740.35,204.52,4.44
2024-02-02,North,Home,Online,P-008,4,114.02,0.22,355.74,37.7,4.4
2024-02-02,Central,Home,Retail,P-036,3,425.77,0.24,970.76,283.07,3.32
2024-02-02,West,Apparel,Online,P-028,3,609.02,0.12,1607.81,202.13,2.87
2024-02-03,West,Home,Retail,P-024,10,739.81,0.13,6436.35,374.13,4.07
2024-02-03,West,Electronics,Retail,P-034,9,115.99,0.1,939.52,256.29,4.04
2024-02-04,North,Home,Wholesale,P-005,4,355.11,0.34,937.49,251.58,2.58
2024-02-04,East,Electronics,Retail,P-033,6,367.27,0.21,1740.86,563.32,4.09
2024-02-04,West,Apparel,Retail,P-014,1,226.78,0.29,161.01,63.62,
2024-02-05,North,Home,Online,P-022,2,545.52,0.14,938.29,104.48,4.87
2024-02-05,North,Sports,Online,P-009,1,213.55,0.33,143.08,24.52,4.31
2024-02-06,South,Beauty,Retail,P-020,7,320.38,0.22,1749.27,224.58,4.04
2024-02-07,South,Beauty,Online,P-022,1,272.47,0.29,193.45,32.97,4.43
2024-02-08,Central,Home,Online,P-007,7,166.53,0.17,967.54,291.42,3.37
2024-02-08,North,Electronics,Online,P-006,5,476.96,0.03,2313.26,146.18,4.69
2024-02-08,North,Sports,Online,P-039,7,421.53,0.22,2301.55,805.3,3.52
2024-02-09,East,Sports,Online,P-018,4,26.3,0.02,103.1,37.18,4.84
2024-02-09,North,Beauty,Online,P-005,2,680.41,0.12,1197.52,448.85,4.51
2024-02-09,East,Apparel,Wholesale,P-027,5,516.54,0.25,1937.02,594.6,2.58
2024-02-10,West,Home,Online,P-023,7,356.29,0.24,1895.46,495.46,4.59
2024-02-10,North,Apparel,Retail,P-011,5,599.92,0.24,2279.7,223.71,4.29
2024-02-10,North,Electronics,Online,P-007,8,174.46,0.0,1395.68,537.39,3.1
2024-02-10,West,Sports,Retail,P-035,1,216.33,0.23,166.57,37.34,3.16
2024-02-10,South,Home,Online,P-024,9,207.36,0.07,1735.6,451.97,3.17
2024-02-10,North,Books,Online,P-037,8,727.35,0.06,5469.67,1059.82,2.94
2024-02-10,North,Beauty,Retail,P-024,10,155.52,0.02,1524.1,117.34,2.75
2024-02-11,North,Books,Online,P-020,5,44.08,0.27,160.89,14.1,3.06
2024-02-11,East,Home,Retail,P-009,6,682.49,0.14,3521.65,328.7,4.3
2024-02-12,Central,Electronics,Retail,P-021,9,482.94,0.06,4085.67,494.13,4.47
2024-02-13,East,Apparel,Online,P-031,1,218.13,0.2,174.5,44.59,2.76
2024-02-14,South,Beauty,Online,P-007,5,444.03,0.02,2175.75,592.63,4.33
2024-02-14,South,Home,Online,P-001,8,592.44,0.18,3886.41,225.7,3.58
2024-02-15,North,Apparel,Online,P-016,9,116.02,0.34,689.16,153.7,3.33
2024-02-17,Central,Home,Online,P-011,4,261.09,0.02,1023.47,394.51,4.25
2024-02-17,North,Home,Online,P-033,10,400.39,0.13,3483.39,329.14,2.7
2024-02-17,South,Electronics,Online,P-023,2,237.12,0.18,388.88,32.19,3.24
2024-02-17,Central,Apparel,Retail,P-005,6,64.26,0.01,381.7,23.16,3.96
2024-02-17,South,Electronics,Online,P-031,10,493.57,0.26,3652.42,1306.65,2.88
2024-02-18,South,Books,Retail,P-005,5,567.08,0.28,2041.49,192.01,3.38
2024-02-18,North,Sports,Online,P-005,2,138.74,0.01,274.71,37.11,2.62
2024-02-19,South,Beauty,Online,P-003,11,410.46,0.08,4153.86,613.93,4.78
2024-02-20,Central,Home,Retail,P-029,4,612.51,0.28,1764.03,610.3,3.61
2024-02-21,Central,Beauty,Online,P-039,10,719.69,0.34,4749.95,1288.7,2.93
2024-02-22,South,Sports,Online,P-003,4,765.1,0.17,2540.13,457.8,
2024-02-22,South,Electronics,Online,P-002,6,775.16,0.3,3255.67,801.51,3.58
2024-02-22,South,Sports,Retail,P-006,11,429.95,0.12,4161.92,1554.27,4.11
2024-02-22,Central,Sports,Online,P-037,11,165.44,0.16,1528.67,526.11,2.81
2024-02-22,East,Beauty,Retail,P-007,9,634.89,0.29,4056.95,961.21,2.63
2024-02-24,East,Sports,Retail,P-004,8,432.49,0.02,3390.72,503.97,3.06
2024-02-24,North,Electronics,Online,P-026,1,53.01,0.21,41.88,16.05,4.05
2024-02-26,Central,Electronics,Retail,P-004,6,364.46,0.0,2186.76,811.42,4.91
2024-02-26,East,Beauty,Wholesale,P-010,2,780.06,0.21,1232.49,281.0,4.34
2024-02-27,South,Books,Retail,P-028,9,203.08,0.03,1772.89,201.18,2.95
2024-02-27,South,Beauty,Online,P-019,10,256.16,0.09,2331.06,748.91,4.56
2024-02-28,North,Apparel,Online,P-033,7,354.19,0.22,1933.88,496.47,3.28
2024-02-29,West,Sports,Online,P-010,2,628.46,0.2,1005.54,121.82,4.97
2024-02-29,North,Electronics,Online,P-014,9,672.31,0.0,6050.79,1815.59,3.12
2024-03-01,North,Electronics,Online,P-034,5,473.22,0.1,2129.49,215.64,
2024-03-02,West,Home,Retail,P-009,2,150.04,0.16,252.07,56.15,3.69
2024-03-03,Central,Books,Online,P-014,1,529.97,0.15,450.47,71.35,4.64
2024-03-04,Central,Books,Online,P-011,10,260.32,0.27,1900.34,499.14,3.51
2024-03-04,East,Sports,Online,P-011,10,203.81,0.2,1630.48,326.84,3.9
2024-03-04,South,Apparel,Online,P-006,3,597.98,0.07,1668.36,282.03,4.37
2024-03-04,North,Apparel,Retail,P-025,1,555.12,0.24,421.89,101.22,3.91
2024-03-05,East,Books,Wholesale,P-018,9,408.93,0.06,3459.55,946.03,3.34
2024-03-05,West,Books,Online,P-013,8,456.23,0.18,2992.87,160.19,3.8
2024-03-05,East,Books,Retail,P-035,1,233.37,0.0,233.37,46.28,4.41
2024-03-06,East,Beauty,Online,P-006,7,107.3,0.07,698.52,138.77,4.56
2024-03-06,Central,Beauty,Online,P-019,3,775.36,0.01,2302.82,341.66,4.97
2024-03-06,Central,Beauty,Retail,P-019,4,776.96,0.28,2237.64,510.45,4.73
2024-03-07,Central,Sports,Online,P-014,8,719.61,0.04,5526.6,1128.55,3.99
2024-03-07,South,Electronics,Online,P-026,3,32.18,0.24,73.37,26.07,3.96
2024-03-07,North,Books,Wholesale,P-018,8,452.01,0.34,2386.61,702.85,4.27
2024-03-08,Central,Apparel,Online,P-021,5,602.29,0.03,2921.11,480.21,4.59
2024-03-09,East,Electronics,Wholesale,P-018,1,709.92,0.14,610.53,214.98,3.7
2024-03-09,East,Books,Retail,P-038,7,250.13,0.22,1365.71,134.0,4.35
2024-03-10,North,Electronics,Retail,P-007,7,112.77,0.34,521.0,177.12,3.49
2024-03-11,East,Home,Online,P-010,5,591.42,0.3,2069.97,553.32,4.92
2024-03-11,North,Home,Wholesale,P-011,2,537.16,0.29,762.77,180.33,4.02
2024-03-12,North,Home,Online,P-002,7,211.51,0.13,1288.1,98.69,4.34
2024-03-12,East,Apparel,Online,P-015,7,266.69,0.09,1698.82,291.99,3.27
2024-03-12,South,Apparel,Online,P-028,3,226.51,0.21,536.83,128.58,4.75
2024-03-13,North,Home,Online,P-012,8,365.07,0.28,2102.8,110.99,2.63
2024-03-13,West,Electronics,Online,P-017,10,115.35,0.05,1095.82,135.79,3.4
2024-03-14,South,Electronics,Online,P-026,6,267.38,0.19,1299.47,259.77,3.46
2024-03-15,South,Electronics,Online,P-032,9,434.9,0.14,3366.13,608.27,3.68
2024-03-16,South,Sports,Retail,P-026,1,765.94,0.17,635.73,142.15,3.23
2024-03-16,North,Books,Retail,P-018,11,136.77,0.3,1053.13,270.27,4.84
2024-03-17,Central,Electronics,Retail,P-035,7,19.9,0.33,93.33,30.3,2.97
2024-03-18,South,Books,Online,P-019,6,763.27,0.02,4488.03,281.17,3.13
2024-03-18,North,Beauty,Online,P-003,10,792.97,0.3,5550.79,2035.12,4.29
2024-03-19,East,Apparel,Retail,P-033,3,214.49,0.05,611.3,217.36,
2024-03-19,North,Beauty,Retail,P-035,8,163.92,0.14,1127.77,261.71,4.44
2024-03-21,South,Apparel,Online,P-040,8,429.74,0.27,2509.68,888.92,4.78
2024-03-22,East,Electronics,Retail,P-032,10,107.88,0.19,873.83,296.06,2.59
2024-03-22,Central,Electronics,Retail,P-009,4,387.0,0.03,1501.56,325.55,2.57
2024-03-23,North,Books,Online,P-015,2,667.33,0.33,894.22,122.98,4.9
2024-03-23,North,Electronics,Wholesale,P-029,3,39.49,0.34,78.19,28.74,3.88
2024-03-24,East,Home,Retail,P-034,11,263.34,0.24,2201.52,854.91,4.11
2024-03-24,South,Beauty,Retail,P-033,2,693.54,0.11,1234.5,120.33,4.19
2024-03-24,South,Sports,Online,P-002,5,254.43,0.04,6875.318486143867,1286.5441499630508,3.6
2024-03-24,South,Beauty,Wholesale,P-003,9,104.16,0.05,890.57,298.35,3.08
2024-03-25,West,Beauty,Online,P-028,1,758.5,0.28,546.12,203.34,3.85
2024-03-25,West,Books,Online,P-023,10,23.77,0.07,221.06,52.01,
2024-03-25,East,Home,Online,P-009,6,502.17,0.34,1988.59,179.67,4.39
2024-03-26,Central,Apparel,Online,P-020,4,482.22,0.33,1292.35,440.96,4.65
2024-03-28,Central,Home,Online,P-035,9,557.12,0.04,4813.52,1603.73,4.77
2024-03-28,North,Electronics,Online,P-030,6,318.03,0.08,1755.53,121.06,2.85
2024-03-29,South,Apparel,Retail,P-017,1,549.61,0.03,533.12,101.68,4.04
2024-03-29,West,Beauty,Retail,P-014,1,157.91,0.29,112.12,10.54,3.21
2024-03-29,South,Electronics,Online,P-018,11,705.83,0.02,7608.85,2607.13,3.34
2024-03-31,East,Apparel,Retail,P-009,7,416.27,0.25,2185.42,116.37,3.22
2024-03-31,North,Beauty,Retail,P-002,4,463.75,0.3,1298.5,240.29,4.56
2024-04-01,East,Apparel,Online,P-019,11,672.27,0.18,6063.88,1251.35,2.62
2024-04-02,West,Books,Online,P-021,4,457.07,0.15,1554.04,600.41,3.34
2024-04-03,Central,Sports,Online,P-031,10,141.96,0.28,1022.11,184.9,3.66
2024-04-03,South,Beauty,Wholesale,P-023,2,83.74,0.16,140.68,42.84,4.45
2024-04-04,South,Books,Online,P-008,10,95.89,0.15,815.06,141.58,4.37
2024-04-04,West,Books,Retail,P-017,6,85.65,0.19,416.26,24.39,3.72
2024-04-04,East,Home,Wholesale,P-004,3,407.96,0.02,1199.4,271.43,3.8
2024-04-05,South,Books,Retail,P-017,2,440.82,0.12,775.84,125.12,2.7
2024-04-05,West,Electronics,Online,P-040,1,117.5,0.15,99.88,15.22,4.03
2024-04-06,East,Apparel,Online,P-022,4,766.76,0.05,2913.69,526.34,3.96
2024-04-06,East,Beauty,Retail,P-010,6,346.43,0.09,1891.51,123.97,4.19
2024-04-07,North,Electronics,Online,P-032,10,767.45,0.08,7060.54,471.87,3.98
2024-04-07,Central,Electronics,Online,P-026,3,765.23,0.17,1905.42,709.45,3.44
2024-04-07,East,Home,Wholesale,P-025,7,581.8,0.09,3706.07,417.46,2.95
2024-04-08,East,Beauty,Retail,P-022,4,57.89,0.35,150.51,37.88,3.52
2024-04-08,Central,Apparel,Online,P-007,5,172.81,0.19,699.88,150.49,2.71
2024-04-08,North,Sports,Online,P-003,3,741.1,0.23,1711.94,677.22,4.29
2024-04-08,South,Home,Wholesale,P-033,10,444.53,0.31,3067.26,297.57,2.93
2024-04-08,North,Sports,Online,P-028,11,699.69,0.31,5310.65,365.58,
2024-04-08,North,Sports,Online,P-014,7,178.11,0.18,1022.35,188.48,2.69
2024-04-08,East,Home,Wholesale,P-007,4,102.15,0.29,290.11,80.46,4.06
2024-04-08,North,Sports,Retail,P-008,10,100.87,0.27,736.35,130.85,3.91
2024-04-09,North,Beauty,Online,P-019,10,514.29,0.14,4422.89,1082.83,4.09
2024-04-09,East,Beauty,Online,P-036,3,412.91,0.21,978.6,366.74,4.53
2024-04-09,Central,Books,Online,P-029,7,479.71,0.03,3257.23,1178.96,2.55
2024-04-10,North,Sports,Retail,P-010,5,313.47,0.21,1238.21,285.87,2.54
2024-04-10,East,Books,Online,P-033,6,488.62,0.27,2140.16,692.36,3.44
2024-04-10,South,Electronics,Online,P-006,8,372.49,0.32,2026.35,775.18,3.47
2024-04-10,South,Beauty,Online,P-010,9,517.48,0.23,3586.14,937.63,4.22
2024-04-11,East,Apparel,Retail,P-024,4,109.05,0.33,292.25,59.39,2.87
2024-04-12,East,Home,Retail,P-021,10,758.43,0.16,6370.81,2459.36,4.98
2024-04-14,North,Apparel,Online,P-031,6,321.3,0.33,1291.63,309.13,4.82
